id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202404395,2024-08-09 01:00:00,Pharma,Large,10,1-50,Daily,False,48.73,True,False,29,Compromised Credentials,False,27.67,4
RAN202404396,2024-06-25 02:00:00,Insurance,Large,16,1-50,Monthly,True,55.07,True,False,45,Exploited Vulnerability,True,54.67,4
RAN202404397,2024-11-07 20:00:00,Hospital,Medium,10,1-50,Weekly,True,64.4,True,True,49,Exploited Vulnerability,False,28.81,3
RAN202404398,2024-10-23 11:00:00,Hospital,Medium,9,50-350,More than once per day,True,54.43,True,False,43,RDP Exploit,False,27.46,3
RAN202404399,2024-03-18 02:00:00,Hospital,Medium,3,50-350,Monthly,True,68.52,True,False,52,Compromised Credentials,False,20.0,1
RAN202404400,2024-03-08 15:00:00,Hospital,Large,19,1-50,More than once per day,True,24.6,True,False,25,Exploited Vulnerability,False,47.43,3
RAN202404401,2024-01-02 20:00:00,Hospital,Medium,11,50-350,More than once per day,True,31.93,True,False,26,Compromised Credentials,True,19.61,4
RAN202404402,2024-12-29 09:00:00,Clinic,Small,6,1-50,Weekly,True,81.48,True,False,41,Phishing Email,False,39.27,4
RAN202404403,2024-03-08 08:00:00,Hospital,Medium,6,50-350,Monthly,False,58.45,True,True,23,Compromised Credentials,True,54.72,3
RAN202404404,2024-05-25 04:00:00,Hospital,Large,15,1-50,Daily,False,52.52,True,True,37,Phishing Email,False,14.9,3
RAN202404405,2024-10-05 13:00:00,Pharma,Medium,15,1-50,Daily,True,35.5,True,False,41,Phishing Email,False,37.03,6
RAN202404406,2024-08-04 03:00:00,Clinic,Medium,13,50-350,Daily,True,58.94,True,False,43,Phishing Email,True,48.15,6
RAN202404407,2024-06-13 04:00:00,Pharma,Medium,22,1-50,Daily,True,59.32,False,False,90,RDP Exploit,True,60.31,7
RAN202404408,2024-11-03 18:00:00,Hospital,Medium,5,50-350,Daily,True,71.14,False,False,71,Phishing Email,False,31.45,1
RAN202404409,2024-09-09 20:00:00,Hospital,Medium,14,1-50,Daily,True,59.5,True,True,44,Exploited Vulnerability,True,47.01,4
RAN202404410,2024-04-28 06:00:00,Clinic,Medium,21,50-350,Weekly,True,44.8,True,False,63,Exploited Vulnerability,True,58.52,7
RAN202404411,2024-12-15 12:00:00,Hospital,Medium,2,1-50,Monthly,True,85.59,True,False,84,Exploited Vulnerability,False,30.33,6
RAN202404412,2024-05-03 20:00:00,Hospital,Medium,23,50-350,Daily,True,62.73,True,False,65,Exploited Vulnerability,False,48.13,5
RAN202404413,2024-04-08 06:00:00,Clinic,Medium,12,50-350,Daily,True,46.97,True,True,53,Exploited Vulnerability,True,57.46,7
RAN202404414,2024-11-13 04:00:00,Clinic,Small,20,1-50,Weekly,True,64.74,True,False,90,Compromised Credentials,False,38.45,4
RAN202404415,2024-07-25 20:00:00,Clinic,Medium,14,50-350,Weekly,False,46.54,False,True,27,RDP Exploit,True,65.14,7
RAN202404416,2024-06-06 02:00:00,Clinic,Small,19,1-50,Monthly,False,57.83,True,False,58,Exploited Vulnerability,False,31.61,1
RAN202404417,2024-02-06 14:00:00,Clinic,Medium,24,50-350,Daily,True,64.16,False,False,61,Phishing Email,True,39.58,2
RAN202404418,2024-04-07 13:00:00,Hospital,Large,20,1-50,More than once per day,True,44.9,True,False,49,RDP Exploit,True,59.64,6
RAN202404419,2024-09-19 23:00:00,Hospital,Medium,15,50-350,Daily,True,64.44,True,False,80,Malicious Website,True,64.16,3
RAN202404420,2024-03-05 21:00:00,Hospital,Medium,20,50-350,Weekly,True,87.37,True,True,87,Exploited Vulnerability,False,32.99,2
RAN202404421,2024-04-04 11:00:00,Hospital,Large,24,350+,Daily,True,46.35,True,False,25,Exploited Vulnerability,False,24.71,3
RAN202404422,2024-12-20 13:00:00,Pharma,Medium,17,50-350,Weekly,True,54.92,False,False,85,Phishing Email,True,54.87,7
RAN202404423,2024-07-23 04:00:00,Clinic,Medium,14,50-350,Daily,True,54.95,True,False,90,Exploited Vulnerability,True,18.39,7
RAN202404424,2024-10-21 07:00:00,Research Lab,Medium,23,50-350,Daily,True,53.62,True,False,81,Exploited Vulnerability,False,29.84,3
RAN202404425,2024-04-28 21:00:00,Hospital,Large,18,350+,Weekly,False,59.4,True,False,29,Infected Removable Media,True,70.3,5
RAN202404426,2024-09-04 12:00:00,Hospital,Medium,22,50-350,Daily,True,76.43,True,False,85,Phishing Email,True,50.89,7
RAN202404427,2024-08-27 17:00:00,Hospital,Medium,24,1-50,Weekly,True,57.59,True,False,59,Exploited Vulnerability,False,26.87,5
RAN202404428,2024-10-04 19:00:00,Hospital,Large,5,350+,Daily,True,56.17,True,False,25,Compromised Credentials,False,35.24,3
RAN202404429,2024-04-17 00:00:00,Hospital,Medium,22,50-350,Daily,True,70.46,True,False,63,Exploited Vulnerability,True,50.68,4
RAN202404430,2024-08-12 06:00:00,Research Lab,Medium,12,350+,Daily,False,65.34,True,True,21,Exploited Vulnerability,False,44.23,1
RAN202404431,2024-05-14 10:00:00,Clinic,Small,10,350+,Daily,False,74.46,True,False,13,Malicious Website,False,18.43,1
RAN202404432,2024-03-28 02:00:00,Clinic,Small,8,1-50,More than once per day,True,32.65,True,False,42,Exploited Vulnerability,False,35.25,3
RAN202404433,2024-12-05 12:00:00,Clinic,Medium,6,50-350,Weekly,False,65.13,True,False,27,RDP Exploit,False,12.2,1
RAN202404434,2024-04-23 09:00:00,Pharma,Medium,15,1-50,Weekly,True,40.71,True,False,70,Phishing Email,False,29.53,1
RAN202404435,2024-07-16 10:00:00,Hospital,Medium,12,1-50,Daily,True,61.64,False,False,52,Phishing Email,False,6.95,4
RAN202404436,2024-03-26 13:00:00,Hospital,Medium,6,1-50,More than once per day,True,50.95,True,True,31,RDP Exploit,False,22.43,6
RAN202404437,2024-10-23 09:00:00,Hospital,Medium,12,50-350,Monthly,False,47.7,True,False,16,Phishing Email,False,34.02,4
RAN202404438,2024-03-20 16:00:00,Research Lab,Small,15,1-50,Daily,True,54.36,True,True,60,Compromised Credentials,False,14.84,3
RAN202404439,2024-07-16 16:00:00,Pharma,Medium,12,1-50,More than once per day,True,40.57,True,False,36,Exploited Vulnerability,True,54.28,6
RAN202404440,2024-11-17 14:00:00,Hospital,Medium,9,50-350,Daily,True,70.8,False,True,48,Exploited Vulnerability,True,54.08,7
RAN202404441,2024-03-18 14:00:00,Insurance,Large,19,1-50,Weekly,False,38.33,True,False,37,Compromised Credentials,False,14.92,1
RAN202404442,2024-10-08 09:00:00,Insurance,Large,21,1-50,Daily,False,41.0,True,False,31,Compromised Credentials,False,30.04,3
RAN202404443,2024-01-20 05:00:00,Hospital,Large,2,1-50,Weekly,False,72.63,True,False,22,RDP Exploit,False,42.14,4
RAN202404444,2024-09-23 17:00:00,Hospital,Large,13,1-50,Daily,False,64.43,True,False,39,Exploited Vulnerability,True,55.75,1
RAN202404445,2024-11-06 22:00:00,Clinic,Medium,13,50-350,More than once per day,False,47.42,True,False,23,Compromised Credentials,True,60.44,7
RAN202404446,2024-11-10 07:00:00,Pharma,Large,8,1-50,Daily,False,66.31,True,False,19,Exploited Vulnerability,True,38.6,4
RAN202404447,2024-01-30 14:00:00,Hospital,Large,13,350+,Weekly,False,58.84,True,False,14,Compromised Credentials,False,29.09,2
RAN202404448,2024-04-01 01:00:00,Research Lab,Medium,4,50-350,Weekly,False,72.6,True,False,22,Phishing Email,True,43.8,6
RAN202404449,2024-02-03 02:00:00,Hospital,Medium,6,1-50,More than once per day,True,37.15,True,True,33,Exploited Vulnerability,False,11.26,7
RAN202404450,2024-05-17 15:00:00,Research Lab,Small,6,1-50,Daily,True,90.0,True,False,69,Phishing Email,False,31.35,7
RAN202404451,2024-05-02 17:00:00,Clinic,Medium,21,50-350,Weekly,False,70.11,True,False,58,Exploited Vulnerability,False,27.03,1
RAN202404452,2024-04-16 03:00:00,Clinic,Medium,12,50-350,Weekly,False,64.63,True,False,27,Compromised Credentials,False,12.71,2
RAN202404453,2024-01-15 15:00:00,Insurance,Medium,12,1-50,Daily,False,65.36,False,True,40,Exploited Vulnerability,False,36.59,2
RAN202404454,2024-04-14 21:00:00,Insurance,Large,17,1-50,Weekly,False,54.48,True,False,42,Compromised Credentials,False,34.64,4
RAN202404455,2024-03-04 19:00:00,Insurance,Large,7,350+,Daily,False,54.22,True,False,15,Exploited Vulnerability,True,49.06,4
RAN202404456,2024-08-16 10:00:00,Hospital,Medium,15,1-50,Daily,True,71.64,True,False,83,Phishing Email,False,45.37,5
RAN202404457,2024-02-12 10:00:00,Clinic,Small,24,1-50,More than once per day,True,36.88,True,True,46,Exploited Vulnerability,True,50.06,6
RAN202404458,2024-09-23 01:00:00,Hospital,Large,17,350+,Weekly,True,57.19,True,False,34,Compromised Credentials,True,71.41,1
RAN202404459,2024-03-04 17:00:00,Clinic,Medium,10,50-350,Daily,True,56.82,True,False,42,Infected Removable Media,False,32.49,6
RAN202404460,2024-11-24 23:00:00,Clinic,Small,23,1-50,Weekly,True,39.42,True,False,66,Exploited Vulnerability,True,58.71,5
RAN202404461,2024-05-14 17:00:00,Clinic,Medium,20,50-350,Weekly,True,80.78,True,False,95,Phishing Email,False,24.35,6
RAN202404462,2024-12-14 15:00:00,Clinic,Small,6,1-50,Weekly,True,82.01,True,True,60,Phishing Email,True,59.25,3
RAN202404463,2024-03-01 21:00:00,Pharma,Medium,9,50-350,Daily,False,52.62,True,False,17,Compromised Credentials,False,12.97,7
RAN202404464,2024-05-15 04:00:00,Hospital,Medium,15,50-350,Daily,True,48.7,True,True,40,Compromised Credentials,False,33.08,3
RAN202404465,2024-07-13 21:00:00,Clinic,Medium,16,350+,Monthly,False,53.29,True,False,24,Exploited Vulnerability,False,33.17,7
RAN202404466,2024-04-16 07:00:00,Hospital,Large,21,350+,Weekly,False,43.55,True,False,15,Exploited Vulnerability,True,72.86,7
RAN202404467,2024-09-01 05:00:00,Hospital,Large,8,350+,Weekly,True,56.7,True,False,28,Compromised Credentials,True,71.65,6
RAN202404468,2024-12-18 14:00:00,Hospital,Large,16,350+,More than once per day,True,49.01,True,False,27,Exploited Vulnerability,False,48.27,4
RAN202404469,2024-12-01 13:00:00,Pharma,Medium,5,50-350,Daily,False,65.5,True,False,21,Compromised Credentials,False,43.28,3
RAN202404470,2024-10-02 06:00:00,Insurance,Medium,18,1-50,Weekly,False,56.09,True,True,41,Exploited Vulnerability,True,43.53,2
RAN202404471,2024-11-03 10:00:00,Pharma,Medium,20,50-350,More than once per day,True,42.93,False,False,53,Compromised Credentials,False,39.97,6
RAN202404472,2024-12-04 07:00:00,Pharma,Medium,14,50-350,Weekly,True,65.87,True,False,72,Exploited Vulnerability,True,62.65,7
RAN202404473,2024-06-30 11:00:00,Hospital,Large,2,350+,Daily,True,64.81,True,False,19,Compromised Credentials,True,67.6,3
RAN202404474,2024-07-12 16:00:00,Hospital,Medium,23,1-50,More than once per day,True,16.97,True,False,26,Compromised Credentials,False,27.56,5
RAN202404475,2024-06-23 07:00:00,Clinic,Medium,23,350+,Daily,True,52.06,True,True,49,Exploited Vulnerability,True,29.7,1
RAN202404476,2024-04-23 17:00:00,Clinic,Medium,3,350+,Daily,True,60.66,True,False,23,Exploited Vulnerability,True,50.81,7
RAN202404477,2024-06-14 05:00:00,Clinic,Medium,14,350+,More than once per day,True,29.02,True,False,20,Exploited Vulnerability,False,53.6,4
RAN202404478,2024-06-27 02:00:00,Hospital,Large,7,350+,Weekly,False,50.43,True,False,15,Infected Removable Media,False,40.92,1
RAN202404479,2024-07-16 08:00:00,Clinic,Small,15,1-50,Daily,False,77.45,True,False,47,RDP Exploit,False,28.81,4
RAN202404480,2024-09-04 10:00:00,Clinic,Small,17,1-50,Daily,False,46.31,False,False,39,Exploited Vulnerability,True,41.65,6
RAN202404481,2024-01-28 09:00:00,Hospital,Medium,1,1-50,Monthly,False,47.02,False,True,11,Phishing Email,False,20.12,3
RAN202404482,2024-07-01 11:00:00,Clinic,Small,9,1-50,Daily,False,89.92,True,True,49,Phishing Email,False,14.18,3
RAN202404483,2024-07-10 21:00:00,Clinic,Medium,22,50-350,Daily,True,55.94,True,False,71,Compromised Credentials,False,38.99,4
RAN202404484,2024-02-20 21:00:00,Clinic,Medium,14,350+,Weekly,True,56.83,True,False,37,RDP Exploit,True,71.58,1
RAN202404485,2024-01-03 18:00:00,Hospital,Large,16,350+,Monthly,False,48.36,True,False,17,Phishing Email,True,19.77,2
RAN202404486,2024-09-08 17:00:00,Research Lab,Medium,21,50-350,More than once per day,False,31.42,True,True,29,Compromised Credentials,False,50.62,4
RAN202404487,2024-11-15 03:00:00,Hospital,Medium,13,1-50,Daily,True,74.03,True,False,72,Compromised Credentials,True,47.31,6
RAN202404488,2024-09-14 21:00:00,Hospital,Large,6,1-50,Weekly,True,75.85,True,False,52,Exploited Vulnerability,True,55.19,2
RAN202404489,2024-07-26 22:00:00,Research Lab,Small,22,1-50,Daily,False,85.74,True,False,66,Exploited Vulnerability,True,43.9,5
RAN202404490,2024-11-15 19:00:00,Clinic,Small,1,1-50,Weekly,True,77.99,True,True,60,Compromised Credentials,True,41.01,4
RAN202404491,2024-04-17 21:00:00,Hospital,Medium,21,50-350,Monthly,True,64.66,True,False,68,Phishing Email,True,57.0,4
RAN202404492,2024-05-01 13:00:00,Clinic,Small,4,1-50,Monthly,False,60.3,True,False,35,Phishing Email,False,17.4,2
RAN202404493,2024-04-09 15:00:00,Clinic,Small,3,1-50,Daily,True,76.72,True,False,60,Phishing Email,False,23.53,6
RAN202404494,2024-04-16 11:00:00,Research Lab,Small,17,1-50,Daily,False,89.73,True,True,74,RDP Exploit,True,13.19,2
RAN202404495,2024-02-15 17:00:00,Research Lab,Medium,2,50-350,Monthly,False,50.08,True,False,17,Compromised Credentials,False,36.21,6
RAN202404496,2024-11-04 12:00:00,Clinic,Medium,19,50-350,Daily,True,60.11,True,False,92,Exploited Vulnerability,False,36.55,3
RAN202404497,2024-07-19 15:00:00,Clinic,Medium,20,50-350,Daily,True,60.55,True,False,69,Compromised Credentials,True,59.34,1
RAN202404498,2024-08-09 18:00:00,Hospital,Medium,23,50-350,Weekly,True,33.22,True,False,33,Infected Removable Media,False,70.02,6
RAN202404499,2024-05-06 08:00:00,Hospital,Large,22,350+,Daily,True,59.76,True,False,37,Phishing Email,True,59.07,7
RAN202404500,2024-02-06 07:00:00,Clinic,Small,8,1-50,Daily,False,90.0,False,False,54,Phishing Email,True,39.36,3
RAN202404501,2024-12-14 01:00:00,Clinic,Medium,15,50-350,Monthly,True,47.61,True,False,69,Exploited Vulnerability,False,30.75,3
RAN202404502,2024-06-16 02:00:00,Clinic,Medium,6,50-350,Daily,True,72.33,True,False,52,RDP Exploit,False,25.79,2
RAN202404503,2024-10-12 07:00:00,Hospital,Medium,23,50-350,More than once per day,True,52.67,True,False,52,Exploited Vulnerability,True,60.49,6
RAN202404504,2024-11-30 15:00:00,Hospital,Large,20,350+,Daily,True,41.53,True,False,22,Compromised Credentials,True,79.24,7
RAN202404505,2024-05-25 22:00:00,Clinic,Small,2,1-50,Weekly,True,54.6,True,False,49,Exploited Vulnerability,True,52.61,7
RAN202404506,2024-06-13 02:00:00,Hospital,Medium,15,50-350,More than once per day,True,36.52,True,False,35,Exploited Vulnerability,False,35.38,4
RAN202404507,2024-10-13 20:00:00,Research Lab,Small,20,1-50,Daily,True,90.0,True,True,106,Phishing Email,True,40.64,7
RAN202404508,2024-02-25 18:00:00,Hospital,Medium,12,50-350,Weekly,True,73.03,True,False,74,Exploited Vulnerability,False,38.99,4
RAN202404509,2024-05-23 07:00:00,Clinic,Small,3,1-50,Weekly,True,42.29,False,False,44,Exploited Vulnerability,True,56.73,7
RAN202404510,2024-02-11 05:00:00,Pharma,Large,10,1-50,Daily,False,55.92,True,False,28,Compromised Credentials,True,48.21,2
RAN202404511,2024-05-14 04:00:00,Hospital,Medium,14,50-350,Weekly,True,66.01,True,True,72,Compromised Credentials,False,31.98,7
RAN202404512,2024-05-14 06:00:00,Clinic,Medium,22,50-350,Daily,False,41.26,True,False,35,RDP Exploit,True,64.17,7
RAN202404513,2024-02-01 12:00:00,Hospital,Medium,14,1-50,Weekly,True,65.52,True,False,65,Exploited Vulnerability,False,42.31,4
RAN202404514,2024-02-16 08:00:00,Clinic,Medium,3,50-350,Daily,False,56.64,True,False,15,Compromised Credentials,False,13.05,6
RAN202404515,2024-08-05 09:00:00,Clinic,Medium,1,50-350,More than once per day,True,41.36,True,False,29,RDP Exploit,False,35.83,1
RAN202404516,2024-10-27 14:00:00,Clinic,Small,20,1-50,Weekly,False,85.79,True,True,46,Phishing Email,False,20.45,5
RAN202404517,2024-07-16 10:00:00,Clinic,Medium,1,50-350,Daily,True,48.5,True,False,39,Compromised Credentials,False,28.04,6
RAN202404518,2024-10-17 22:00:00,Insurance,Medium,2,50-350,Daily,False,57.75,True,False,29,Compromised Credentials,True,56.44,4
RAN202404519,2024-01-29 17:00:00,Hospital,Medium,19,50-350,Daily,True,72.15,True,False,66,Exploited Vulnerability,False,35.68,4
RAN202404520,2024-04-10 21:00:00,Hospital,Medium,24,1-50,Weekly,False,70.84,True,False,47,Phishing Email,False,4.79,3
RAN202404521,2024-07-12 13:00:00,Insurance,Large,10,1-50,Daily,False,43.89,True,True,22,Exploited Vulnerability,True,63.6,6
RAN202404522,2024-04-26 16:00:00,Clinic,Medium,4,50-350,Daily,True,44.95,True,True,33,Compromised Credentials,True,44.59,2
RAN202404523,2024-07-19 12:00:00,Insurance,Large,4,350+,More than once per day,True,39.64,False,False,17,Exploited Vulnerability,True,80.18,6
RAN202404524,2024-04-22 02:00:00,Clinic,Medium,13,50-350,Daily,True,45.71,True,False,49,Exploited Vulnerability,True,46.09,4
RAN202404525,2024-03-29 20:00:00,Insurance,Medium,9,1-50,Daily,True,80.13,True,False,61,Compromised Credentials,True,44.35,7
RAN202404526,2024-05-24 13:00:00,Clinic,Medium,7,50-350,Daily,False,51.66,False,False,30,Exploited Vulnerability,True,52.37,6
RAN202404527,2024-06-01 12:00:00,Research Lab,Medium,16,350+,More than once per day,True,53.98,True,False,21,Phishing Email,False,60.61,2
RAN202404528,2024-10-15 08:00:00,Pharma,Large,18,1-50,Daily,True,52.44,True,True,64,Exploited Vulnerability,False,49.38,3
RAN202404529,2024-01-08 12:00:00,Clinic,Small,3,350+,Weekly,False,52.6,True,False,10,Infected Removable Media,False,39.7,7
RAN202404530,2024-06-12 07:00:00,Hospital,Large,20,350+,Weekly,True,64.98,True,False,31,Exploited Vulnerability,False,52.78,1
RAN202404531,2024-04-16 12:00:00,Hospital,Medium,20,1-50,Monthly,False,65.13,True,True,54,Exploited Vulnerability,True,56.25,5
RAN202404532,2024-04-17 10:00:00,Hospital,Large,10,350+,More than once per day,False,35.47,True,False,8,Phishing Email,True,72.97,7
RAN202404533,2024-03-19 08:00:00,Hospital,Large,24,1-50,Monthly,True,60.33,True,True,63,Exploited Vulnerability,False,41.48,6
RAN202404534,2024-06-04 23:00:00,Hospital,Large,22,350+,Daily,False,55.99,True,False,22,Compromised Credentials,False,10.68,1
RAN202404535,2024-01-21 16:00:00,Clinic,Medium,16,50-350,Monthly,False,42.61,True,False,26,Malicious Website,False,38.93,7
RAN202404536,2024-07-07 12:00:00,Clinic,Medium,3,50-350,Daily,True,68.37,True,False,59,Compromised Credentials,False,45.47,5
RAN202404537,2024-05-18 14:00:00,Clinic,Medium,11,50-350,Daily,False,41.23,True,False,34,Exploited Vulnerability,False,34.51,1
RAN202404538,2024-08-01 15:00:00,Clinic,Medium,10,50-350,Daily,True,46.9,True,True,55,Exploited Vulnerability,False,29.79,7
RAN202404539,2024-06-20 16:00:00,Hospital,Large,16,1-50,Daily,True,65.57,True,True,63,Phishing Email,True,50.72,6
RAN202404540,2024-02-01 01:00:00,Hospital,Medium,8,50-350,Weekly,True,77.79,True,False,54,Phishing Email,True,49.65,5
RAN202404541,2024-02-27 03:00:00,Hospital,Large,9,1-50,Weekly,False,38.7,True,False,27,Compromised Credentials,False,15.33,1
RAN202404542,2024-08-13 11:00:00,Clinic,Small,15,1-50,Monthly,True,53.06,True,True,80,Exploited Vulnerability,True,45.29,7
RAN202404543,2024-05-03 13:00:00,Hospital,Medium,21,1-50,Weekly,True,62.73,False,False,56,Phishing Email,False,35.6,7
RAN202404544,2024-06-22 02:00:00,Hospital,Medium,3,50-350,Daily,True,49.41,True,True,31,Exploited Vulnerability,True,66.47,2
RAN202404545,2024-07-13 22:00:00,Clinic,Small,4,1-50,More than once per day,True,28.98,True,False,43,Exploited Vulnerability,True,57.69,5
RAN202404546,2024-01-26 06:00:00,Insurance,Large,13,1-50,Monthly,False,49.54,True,False,40,Compromised Credentials,False,36.03,2
RAN202404547,2024-01-21 07:00:00,Hospital,Large,12,1-50,Weekly,True,61.32,True,False,72,Exploited Vulnerability,False,24.62,7
RAN202404548,2024-02-11 04:00:00,Clinic,Small,21,1-50,Weekly,True,55.9,True,False,63,Compromised Credentials,True,53.14,3
RAN202404549,2024-08-10 03:00:00,Clinic,Medium,9,50-350,Daily,True,64.13,True,False,53,Compromised Credentials,False,17.13,6
RAN202404550,2024-09-15 07:00:00,Research Lab,Small,14,350+,Daily,True,90.0,True,False,46,Phishing Email,True,59.11,4
RAN202404551,2024-03-13 14:00:00,Pharma,Medium,19,1-50,Monthly,True,61.27,True,True,80,Malicious Website,False,22.37,3
RAN202404552,2024-01-26 06:00:00,Hospital,Large,7,350+,Daily,True,49.37,True,True,22,Phishing Email,False,41.75,3
RAN202404553,2024-10-05 05:00:00,Hospital,Medium,16,50-350,Daily,True,61.2,True,False,46,Exploited Vulnerability,True,63.66,5
RAN202404554,2024-03-15 10:00:00,Insurance,Medium,22,50-350,Daily,True,55.98,True,False,83,Compromised Credentials,False,32.81,5
RAN202404555,2024-04-03 22:00:00,Clinic,Medium,20,50-350,Weekly,True,72.59,False,False,91,Phishing Email,False,32.0,3
RAN202404556,2024-08-25 19:00:00,Clinic,Small,5,350+,More than once per day,True,38.73,False,False,15,Exploited Vulnerability,True,75.79,1
RAN202404557,2024-01-21 08:00:00,Clinic,Small,10,1-50,More than once per day,False,45.67,True,True,31,Compromised Credentials,False,25.63,4
RAN202404558,2024-03-09 23:00:00,Clinic,Medium,18,50-350,Daily,True,47.82,True,False,48,Compromised Credentials,False,44.98,6
RAN202404559,2024-08-20 18:00:00,Pharma,Medium,11,50-350,Daily,False,63.59,True,False,27,Exploited Vulnerability,False,35.67,2
RAN202404560,2024-03-14 14:00:00,Pharma,Medium,7,50-350,Daily,True,55.22,True,False,49,Compromised Credentials,False,25.01,2
RAN202404561,2024-10-05 17:00:00,Research Lab,Medium,14,350+,More than once per day,True,34.26,True,False,16,Compromised Credentials,True,78.75,7
RAN202404562,2024-01-04 16:00:00,Hospital,Medium,20,1-50,Monthly,True,66.09,True,False,72,Exploited Vulnerability,True,58.78,1
RAN202404563,2024-09-05 07:00:00,Insurance,Medium,18,50-350,Monthly,False,59.9,True,False,31,Compromised Credentials,False,25.78,4
RAN202404564,2024-05-02 16:00:00,Hospital,Medium,11,50-350,Daily,False,49.86,True,False,26,Infected Removable Media,False,42.13,1
RAN202404565,2024-07-13 04:00:00,Hospital,Large,22,1-50,Weekly,False,55.29,True,False,49,Malicious Website,False,35.01,2
RAN202404566,2024-03-16 18:00:00,Insurance,Medium,12,1-50,Weekly,True,53.01,True,False,49,Exploited Vulnerability,True,53.81,1
RAN202404567,2024-02-25 20:00:00,Hospital,Medium,18,50-350,Daily,True,47.8,True,False,49,Phishing Email,True,62.65,5
RAN202404568,2024-02-18 21:00:00,Hospital,Large,2,350+,Daily,False,46.25,True,False,6,Compromised Credentials,True,60.98,2
RAN202404569,2024-10-30 12:00:00,Hospital,Medium,23,50-350,Daily,False,60.02,True,False,46,Exploited Vulnerability,True,60.48,5
RAN202404570,2024-06-19 01:00:00,Insurance,Large,1,350+,Daily,False,58.68,True,True,3,Compromised Credentials,True,57.88,6
RAN202404571,2024-02-15 20:00:00,Clinic,Medium,23,50-350,Daily,False,43.43,True,True,46,Exploited Vulnerability,False,46.04,6
RAN202404572,2024-08-16 12:00:00,Clinic,Small,10,1-50,Weekly,False,52.01,True,False,18,Compromised Credentials,True,53.39,7
RAN202404573,2024-03-24 09:00:00,Hospital,Large,21,1-50,Daily,True,60.7,True,False,72,Exploited Vulnerability,False,41.11,6
RAN202404574,2024-02-01 21:00:00,Research Lab,Small,1,1-50,Weekly,False,66.32,True,False,19,RDP Exploit,False,10.9,4
RAN202404575,2024-04-19 20:00:00,Research Lab,Small,6,1-50,Daily,False,78.76,True,True,26,Phishing Email,False,24.39,5
RAN202404576,2024-03-31 03:00:00,Hospital,Large,7,1-50,Daily,False,52.55,True,False,17,Phishing Email,True,52.05,1
RAN202404577,2024-05-04 16:00:00,Clinic,Medium,17,50-350,Daily,True,69.76,False,False,70,Compromised Credentials,False,55.21,6
RAN202404578,2024-12-02 13:00:00,Hospital,Medium,9,50-350,Daily,True,73.38,True,True,68,Exploited Vulnerability,False,26.09,4
RAN202404579,2024-10-19 19:00:00,Pharma,Large,7,1-50,Weekly,False,59.26,True,False,22,Exploited Vulnerability,False,24.63,3
RAN202404580,2024-05-24 07:00:00,Clinic,Small,17,1-50,Weekly,False,52.98,True,False,48,RDP Exploit,False,36.55,6
RAN202404581,2024-08-16 05:00:00,Pharma,Medium,3,1-50,Daily,False,88.87,False,False,40,Compromised Credentials,False,25.08,4
RAN202404582,2024-08-18 22:00:00,Hospital,Medium,16,50-350,Weekly,True,70.51,True,False,89,Compromised Credentials,False,34.31,6
RAN202404583,2024-10-19 12:00:00,Research Lab,Small,5,1-50,Monthly,True,90.0,False,False,52,Phishing Email,True,46.4,3
RAN202404584,2024-02-17 19:00:00,Research Lab,Small,20,1-50,Weekly,True,47.88,False,False,47,Compromised Credentials,False,27.36,3
RAN202404585,2024-01-17 06:00:00,Clinic,Medium,18,350+,More than once per day,False,24.44,True,False,8,Exploited Vulnerability,False,58.04,6
RAN202404586,2024-05-24 22:00:00,Pharma,Large,1,350+,Weekly,True,49.49,True,False,22,Exploited Vulnerability,True,28.91,4
RAN202404587,2024-03-28 06:00:00,Hospital,Medium,4,1-50,More than once per day,False,41.08,True,False,17,Compromised Credentials,False,14.84,3
RAN202404588,2024-02-14 16:00:00,Hospital,Medium,23,50-350,Monthly,True,47.51,True,False,43,Exploited Vulnerability,False,14.42,5
RAN202404589,2024-04-30 23:00:00,Clinic,Small,11,1-50,Daily,True,52.35,True,False,38,Infected Removable Media,False,36.38,6
RAN202404590,2024-03-03 08:00:00,Research Lab,Medium,20,50-350,Daily,True,57.95,True,False,68,Compromised Credentials,True,58.54,5
RAN202404591,2024-01-23 13:00:00,Clinic,Medium,9,50-350,More than once per day,True,31.37,True,False,30,Compromised Credentials,True,61.06,4
RAN202404592,2024-07-16 18:00:00,Hospital,Medium,8,1-50,Daily,True,66.85,True,False,69,Compromised Credentials,True,52.05,3
RAN202404593,2024-02-13 10:00:00,Clinic,Medium,8,50-350,Monthly,False,53.21,True,False,38,Exploited Vulnerability,True,49.34,1
RAN202404594,2024-05-30 06:00:00,Hospital,Large,5,1-50,More than once per day,False,27.15,True,False,14,Phishing Email,False,40.26,4
RAN202404595,2024-09-02 14:00:00,Clinic,Small,12,1-50,Daily,True,73.83,True,True,45,Phishing Email,True,14.06,3
RAN202404596,2024-01-23 09:00:00,Clinic,Small,1,1-50,Monthly,False,83.01,False,False,13,Phishing Email,False,23.23,6
RAN202404597,2024-11-10 12:00:00,Research Lab,Medium,15,50-350,Daily,True,68.21,True,True,71,Malicious Website,False,10.44,3
